GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 131072, iter: 2500, t: 38.7723, relres: 0.0256928, relerr: 1.53303
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 393216, iter: 1835, t: 82.6808, relres: 9.82014e-09, relerr: 2.06617e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 393216, iter: 545, t: 24.0975, relres: 9.55721e-09, relerr: 2.02097e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 393216, iter: 1196, t: 52.6987, relres: 9.58324e-09, relerr: 2.02168e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 393216, iter: 647, t: 28.4768, relres: 8.70699e-09, relerr: 1.84249e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 393216, iter: 1879, t: 82.7957, relres: 8.99896e-09, relerr: 1.90609e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 393216, iter: 2500, t: 118.383, relres: 0.450747, relerr: 1.29793
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 393216, iter: 2267, t: 100.141, relres: 9.96026e-09, relerr: 2.11324e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 393216, iter: 2500, t: 113.741, relres: 0.447626, relerr: 1.33979
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 393216, iter: 841, t: 39.336, relres: 9.60219e-09, relerr: 2.03456e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 393216, iter: 795, t: 34.9702, relres: 9.83622e-09, relerr: 2.08354e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 393216, iter: 1164, t: 54.1725, relres: 9.15627e-09, relerr: 1.93302e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 393216, iter: 769, t: 36.0592, relres: 9.29929e-09, relerr: 1.96682e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 393216, iter: 600, t: 28.1553, relres: 9.6176e-09, relerr: 2.03696e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 393216, iter: 2500, t: 117.277, relres: 0.445455, relerr: 1.33496
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 393216, iter: 1587, t: 74.4687, relres: 9.8375e-09, relerr: 2.08136e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 393216, iter: 452, t: 20.5703, relres: 8.66964e-09, relerr: 1.83932e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 393216, iter: 1087, t: 50.0581, relres: 9.7418e-09, relerr: 2.05789e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 393216, iter: 1094, t: 51.3763, relres: 8.8363e-09, relerr: 1.8654e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 393216, iter: 839, t: 38.8334, relres: 8.77313e-09, relerr: 1.85724e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 393216, iter: 1187, t: 54.3411, relres: 9.38226e-09, relerr: 1.98982e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 393216, iter: 1152, t: 54.2897, relres: 9.7578e-09, relerr: 2.06439e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 393216, iter: 1651, t: 72.5728, relres: 9.39408e-09, relerr: 1.98648e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 393216, iter: 698, t: 32.2877, relres: 9.03371e-09, relerr: 1.90818e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 393216, iter: 410, t: 18.9202, relres: 9.54355e-09, relerr: 2.02704e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 393216, iter: 729, t: 34.4957, relres: 9.15162e-09, relerr: 1.9372e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 393216, iter: 878, t: 38.4228, relres: 8.74989e-09, relerr: 1.851e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 393216, iter: 972, t: 44.656, relres: 9.51946e-09, relerr: 2.01792e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 393216, iter: 1203, t: 54.0499, relres: 9.86014e-09, relerr: 2.08916e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 393216, iter: 644, t: 29.6186, relres: 9.08368e-09, relerr: 1.92228e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 393216, iter: 723, t: 33.6891, relres: 9.482e-09, relerr: 2.01489e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 393216, iter: 507, t: 23.1738, relres: 8.79223e-09, relerr: 1.86121e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 393216, iter: 1262, t: 56.0962, relres: 8.88451e-09, relerr: 1.88284e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 393216, iter: 1186, t: 54.8619, relres: 9.50168e-09, relerr: 2.00444e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 393216, iter: 933, t: 43.276, relres: 9.91773e-09, relerr: 2.09626e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 393216, iter: 1553, t: 72.0494, relres: 9.22806e-09, relerr: 1.94894e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 393216, iter: 627, t: 30.0918, relres: 9.23435e-09, relerr: 1.94839e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 393216, iter: 1390, t: 63.3094, relres: 9.65948e-09, relerr: 2.04969e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 393216, iter: 2046, t: 91.0633, relres: 8.92613e-09, relerr: 1.89015e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 393216, iter: 1822, t: 82.0225, relres: 9.84952e-09, relerr: 2.07504e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 393216, iter: 802, t: 37.9358, relres: 9.09116e-09, relerr: 1.91676e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 393216, iter: 1017, t: 46.7917, relres: 8.78043e-09, relerr: 1.85345e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 393216, iter: 1737, t: 84.0848, relres: 9.05044e-09, relerr: 1.92114e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 393216, iter: 2500, t: 119.609, relres: 0.448192, relerr: 1.35423
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 393216, iter: 1227, t: 59.0399, relres: 8.99791e-09, relerr: 1.90655e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 393216, iter: 1502, t: 74.945, relres: 9.84161e-09, relerr: 2.08845e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 393216, iter: 564, t: 30.5357, relres: 8.77055e-09, relerr: 1.85754e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 393216, iter: 1178, t: 81.732, relres: 9.66189e-09, relerr: 2.04166e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 393216, iter: 2500, t: 114.596, relres: 0.448078, relerr: 1.35904
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 393216, iter: 2500, t: 113.663, relres: 0.428629, relerr: 1.06982
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 393216, iter: 576, t: 25.4352, relres: 9.49908e-09, relerr: 2.01298e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 458752, iter: 475, t: 24.5559, relres: 9.86099e-09, relerr: 1.89958e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 458752, iter: 203, t: 10.8447, relres: 8.96512e-09, relerr: 1.72756e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 458752, iter: 2111, t: 118.276, relres: 8.56886e-09, relerr: 1.64857e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 458752, iter: 720, t: 38.904, relres: 8.51981e-09, relerr: 1.64247e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 458752, iter: 197, t: 15.7751, relres: 8.47915e-09, relerr: 1.63194e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 458752, iter: 1461, t: 107.045, relres: 9.22192e-09, relerr: 1.7728e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 458752, iter: 183, t: 11.9138, relres: 8.82926e-09, relerr: 1.70793e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 458752, iter: 296, t: 19.4812, relres: 8.79346e-09, relerr: 1.69588e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 458752, iter: 459, t: 29.3993, relres: 8.7872e-09, relerr: 1.68849e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 458752, iter: 1465, t: 77.7945, relres: 9.98241e-09, relerr: 1.93099e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 458752, iter: 523, t: 28.4992, relres: 9.58749e-09, relerr: 1.84545e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 458752, iter: 287, t: 15.2366, relres: 9.64823e-09, relerr: 1.8559e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 458752, iter: 759, t: 42.0444, relres: 9.98825e-09, relerr: 1.92377e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 458752, iter: 434, t: 22.8814, relres: 8.68648e-09, relerr: 1.67086e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 458752, iter: 310, t: 16.06, relres: 9.64037e-09, relerr: 1.85764e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 458752, iter: 401, t: 20.465, relres: 9.67011e-09, relerr: 1.85872e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 458752, iter: 365, t: 19.6788, relres: 9.25231e-09, relerr: 1.77936e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 458752, iter: 316, t: 18.2574, relres: 9.8115e-09, relerr: 1.88621e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 458752, iter: 1343, t: 78.3078, relres: 9.05637e-09, relerr: 1.74429e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 458752, iter: 558, t: 33.932, relres: 9.15903e-09, relerr: 1.76687e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 458752, iter: 145, t: 7.97527, relres: 9.89139e-09, relerr: 1.90949e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 458752, iter: 167, t: 9.668, relres: 8.96945e-09, relerr: 1.72809e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 458752, iter: 666, t: 37.8604, relres: 8.83588e-09, relerr: 1.70145e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 458752, iter: 1054, t: 56.6603, relres: 8.84956e-09, relerr: 1.70859e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 458752, iter: 664, t: 37.1056, relres: 9.45238e-09, relerr: 1.82324e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 458752, iter: 995, t: 55.0195, relres: 8.58907e-09, relerr: 1.65648e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 458752, iter: 661, t: 35.8154, relres: 9.07848e-09, relerr: 1.74356e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 458752, iter: 2500, t: 151.969, relres: 0.488449, relerr: 1.28939
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 458752, iter: 655, t: 37.1915, relres: 8.88798e-09, relerr: 1.70914e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 458752, iter: 172, t: 14.462, relres: 8.60858e-09, relerr: 1.66538e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 458752, iter: 420, t: 31.9263, relres: 9.9253e-09, relerr: 1.90994e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 458752, iter: 1187, t: 86.2634, relres: 8.98304e-09, relerr: 1.73421e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 458752, iter: 340, t: 22.0051, relres: 8.44076e-09, relerr: 1.62326e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 458752, iter: 464, t: 26.7664, relres: 8.84782e-09, relerr: 1.71064e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 458752, iter: 335, t: 19.6091, relres: 9.19102e-09, relerr: 1.77259e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 458752, iter: 337, t: 20.0247, relres: 8.45563e-09, relerr: 1.63073e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 458752, iter: 152, t: 9.02304, relres: 9.88868e-09, relerr: 1.90439e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 458752, iter: 370, t: 21.352, relres: 8.72721e-09, relerr: 1.6806e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 458752, iter: 655, t: 38.7055, relres: 8.94971e-09, relerr: 1.72514e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 458752, iter: 2460, t: 141.984, relres: 8.57022e-09, relerr: 1.65225e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 458752, iter: 200, t: 11.6994, relres: 9.09506e-09, relerr: 1.74538e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 458752, iter: 392, t: 22.5688, relres: 8.59744e-09, relerr: 1.65814e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 458752, iter: 224, t: 12.8, relres: 9.24033e-09, relerr: 1.78875e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 458752, iter: 592, t: 34.6471, relres: 9.4634e-09, relerr: 1.82115e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 458752, iter: 404, t: 24.1078, relres: 9.92848e-09, relerr: 1.91511e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 458752, iter: 486, t: 32.2114, relres: 9.20843e-09, relerr: 1.77227e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 458752, iter: 418, t: 22.8898, relres: 9.61821e-09, relerr: 1.8547e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 458752, iter: 722, t: 38.4125, relres: 8.47149e-09, relerr: 1.63378e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 458752, iter: 227, t: 12.4264, relres: 8.63164e-09, relerr: 1.66504e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 458752, iter: 2500, t: 135.429, relres: 0.487144, relerr: 1.27771
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 524288, iter: 218, t: 12.9683, relres: 8.45975e-09, relerr: 1.52303e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 524288, iter: 174, t: 11.3664, relres: 8.90763e-09, relerr: 1.60026e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 524288, iter: 268, t: 16.3836, relres: 8.65692e-09, relerr: 1.55837e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 524288, iter: 222, t: 13.1125, relres: 9.16133e-09, relerr: 1.64028e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 524288, iter: 192, t: 11.9907, relres: 9.84894e-09, relerr: 1.77418e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 524288, iter: 212, t: 13.0869, relres: 9.82219e-09, relerr: 1.76474e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 524288, iter: 713, t: 52.1598, relres: 8.50762e-09, relerr: 1.53146e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 524288, iter: 191, t: 11.7471, relres: 9.87638e-09, relerr: 1.77859e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 524288, iter: 196, t: 15.3264, relres: 9.51758e-09, relerr: 1.70768e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 524288, iter: 522, t: 41.4834, relres: 8.55708e-09, relerr: 1.53964e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 524288, iter: 831, t: 51.005, relres: 8.3794e-09, relerr: 1.50792e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 524288, iter: 181, t: 14.4824, relres: 9.33762e-09, relerr: 1.67933e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 524288, iter: 144, t: 11.8855, relres: 9.06404e-09, relerr: 1.6313e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 524288, iter: 973, t: 79.478, relres: 8.96519e-09, relerr: 1.609e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 524288, iter: 210, t: 16.8581, relres: 9.85164e-09, relerr: 1.76863e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 524288, iter: 202, t: 13.1653, relres: 9.34197e-09, relerr: 1.68144e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 524288, iter: 256, t: 16.5907, relres: 8.28704e-09, relerr: 1.48818e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 524288, iter: 345, t: 22.1399, relres: 8.23031e-09, relerr: 1.48066e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 524288, iter: 251, t: 16.609, relres: 8.72277e-09, relerr: 1.56969e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 524288, iter: 1935, t: 138.402, relres: 9.32888e-09, relerr: 1.68101e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 524288, iter: 593, t: 41.4821, relres: 9.86642e-09, relerr: 1.77848e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 524288, iter: 595, t: 41.7598, relres: 9.80353e-09, relerr: 1.76176e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 524288, iter: 224, t: 14.7065, relres: 8.45379e-09, relerr: 1.51797e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 524288, iter: 172, t: 10.4333, relres: 9.14009e-09, relerr: 1.64622e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 524288, iter: 840, t: 50.1683, relres: 9.00777e-09, relerr: 1.61684e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 524288, iter: 236, t: 16.3377, relres: 9.83472e-09, relerr: 1.76597e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 524288, iter: 191, t: 13.1421, relres: 9.29591e-09, relerr: 1.67237e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 524288, iter: 152, t: 10.6822, relres: 8.88472e-09, relerr: 1.60324e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 524288, iter: 159, t: 9.57767, relres: 9.21155e-09, relerr: 1.65478e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 524288, iter: 240, t: 14.7903, relres: 8.94713e-09, relerr: 1.6071e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 524288, iter: 458, t: 27.7291, relres: 8.74011e-09, relerr: 1.57385e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 524288, iter: 272, t: 17.0223, relres: 9.51407e-09, relerr: 1.71104e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 524288, iter: 1802, t: 105.806, relres: 9.98626e-09, relerr: 1.79041e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 524288, iter: 342, t: 21.0353, relres: 9.13325e-09, relerr: 1.64419e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 524288, iter: 186, t: 11.1564, relres: 9.30138e-09, relerr: 1.67345e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 524288, iter: 227, t: 13.8336, relres: 8.47223e-09, relerr: 1.52269e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 524288, iter: 196, t: 11.8582, relres: 9.4952e-09, relerr: 1.70601e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 524288, iter: 349, t: 21.7505, relres: 8.97051e-09, relerr: 1.60885e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 524288, iter: 580, t: 34.7986, relres: 9.87711e-09, relerr: 1.77598e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 524288, iter: 1011, t: 60.6795, relres: 9.28778e-09, relerr: 1.66948e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 524288, iter: 173, t: 10.4648, relres: 9.4536e-09, relerr: 1.69889e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 524288, iter: 2420, t: 147.158, relres: 8.71409e-09, relerr: 1.56776e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 524288, iter: 237, t: 14.1911, relres: 9.90896e-09, relerr: 1.78072e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 524288, iter: 144, t: 9.95442, relres: 8.75212e-09, relerr: 1.57871e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 524288, iter: 276, t: 19.5017, relres: 9.4222e-09, relerr: 1.6928e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 524288, iter: 175, t: 10.4121, relres: 9.68038e-09, relerr: 1.74433e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 524288, iter: 186, t: 11.1917, relres: 9.5091e-09, relerr: 1.71227e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 524288, iter: 228, t: 13.385, relres: 9.5512e-09, relerr: 1.72049e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 524288, iter: 544, t: 32.0086, relres: 9.38692e-09, relerr: 1.68474e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 524288, iter: 263, t: 16.4066, relres: 9.79795e-09, relerr: 1.76477e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 589824, iter: 188, t: 12.6739, relres: 9.96918e-09, relerr: 1.70431e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 589824, iter: 246, t: 16.8853, relres: 8.25968e-09, relerr: 1.41049e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 589824, iter: 330, t: 22.4172, relres: 9.67812e-09, relerr: 1.64703e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 589824, iter: 174, t: 11.5842, relres: 9.33136e-09, relerr: 1.58645e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 589824, iter: 214, t: 14.9185, relres: 8.53442e-09, relerr: 1.45344e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 589824, iter: 163, t: 10.9999, relres: 9.90185e-09, relerr: 1.68388e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 589824, iter: 470, t: 31.2732, relres: 9.20158e-09, relerr: 1.56987e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 589824, iter: 266, t: 18.7383, relres: 8.06364e-09, relerr: 1.37471e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 589824, iter: 451, t: 30.3038, relres: 9.31897e-09, relerr: 1.58994e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 589824, iter: 166, t: 11.5856, relres: 8.81488e-09, relerr: 1.49571e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 589824, iter: 211, t: 16.3409, relres: 8.70731e-09, relerr: 1.48104e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 589824, iter: 106, t: 7.84591, relres: 9.20989e-09, relerr: 1.565e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 589824, iter: 252, t: 21.2792, relres: 9.99027e-09, relerr: 1.70406e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 589824, iter: 480, t: 36.3473, relres: 9.04574e-09, relerr: 1.53877e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 589824, iter: 170, t: 11.5553, relres: 9.57872e-09, relerr: 1.63318e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 589824, iter: 104, t: 6.95833, relres: 8.68207e-09, relerr: 1.48047e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 589824, iter: 365, t: 25.0722, relres: 8.08944e-09, relerr: 1.37909e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 589824, iter: 226, t: 15.9388, relres: 8.60468e-09, relerr: 1.46789e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 589824, iter: 246, t: 18.6172, relres: 9.33999e-09, relerr: 1.59317e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 589824, iter: 627, t: 43.8287, relres: 9.7168e-09, relerr: 1.65358e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 589824, iter: 232, t: 16.2739, relres: 8.34719e-09, relerr: 1.42333e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 589824, iter: 278, t: 20.5662, relres: 9.45387e-09, relerr: 1.60859e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 589824, iter: 358, t: 35.4976, relres: 9.41937e-09, relerr: 1.60233e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 589824, iter: 103, t: 6.90866, relres: 9.80618e-09, relerr: 1.67977e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 589824, iter: 646, t: 42.7794, relres: 8.34856e-09, relerr: 1.41932e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 589824, iter: 312, t: 20.6706, relres: 8.13706e-09, relerr: 1.38862e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 589824, iter: 301, t: 20.1378, relres: 9.17421e-09, relerr: 1.56355e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 589824, iter: 1016, t: 69.0209, relres: 8.73497e-09, relerr: 1.49217e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 589824, iter: 159, t: 11.1747, relres: 9.43756e-09, relerr: 1.61068e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 589824, iter: 238, t: 16.8097, relres: 8.58502e-09, relerr: 1.46428e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 589824, iter: 180, t: 12.3151, relres: 9.41034e-09, relerr: 1.60371e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 589824, iter: 149, t: 10.2174, relres: 9.90676e-09, relerr: 1.6893e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 589824, iter: 156, t: 11.7616, relres: 8.17781e-09, relerr: 1.3964e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 589824, iter: 168, t: 11.9919, relres: 9.65389e-09, relerr: 1.63928e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 589824, iter: 398, t: 28.6132, relres: 8.19704e-09, relerr: 1.39778e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 589824, iter: 296, t: 21.5746, relres: 8.48453e-09, relerr: 1.44619e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 589824, iter: 263, t: 19.8019, relres: 9.59292e-09, relerr: 1.63529e-08
GerSax -> cdp2d, eig_init, n1: 256, n2: 256, m: 589824, iter: 324, t: 21.5543, relres: 9.43236e-09, relerr: 1.60795e-08
