GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 131072, iter: 2500, t: 39.0576, relres: 0.0252217, relerr: 1.54706
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 393216, iter: 2500, t: 117.826, relres: 0.447849, relerr: 1.37193
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 393216, iter: 2500, t: 119.111, relres: 0.442111, relerr: 1.27598
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 393216, iter: 2500, t: 117.948, relres: 0.449275, relerr: 1.3974
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 393216, iter: 2500, t: 118.037, relres: 0.449282, relerr: 1.37161
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 393216, iter: 2500, t: 117.407, relres: 0.449223, relerr: 1.41713
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 393216, iter: 2500, t: 114.655, relres: 0.446056, relerr: 1.32231
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 393216, iter: 2500, t: 114.303, relres: 0.444594, relerr: 1.29808
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 393216, iter: 2500, t: 109.241, relres: 0.448222, relerr: 1.3865
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 393216, iter: 2500, t: 109.595, relres: 0.450457, relerr: 1.42347
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 393216, iter: 2500, t: 109.826, relres: 0.450964, relerr: 1.39559
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 393216, iter: 2500, t: 109.848, relres: 0.445143, relerr: 1.322
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 393216, iter: 2500, t: 109.864, relres: 0.449312, relerr: 1.42792
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 393216, iter: 2500, t: 109.662, relres: 0.440814, relerr: 1.26157
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 393216, iter: 2500, t: 109.913, relres: 0.443134, relerr: 1.26965
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 393216, iter: 2500, t: 109.472, relres: 0.437837, relerr: 1.21706
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 393216, iter: 2500, t: 109.983, relres: 0.449242, relerr: 1.3984
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 393216, iter: 2500, t: 109.246, relres: 0.447594, relerr: 1.33941
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 393216, iter: 2500, t: 110.198, relres: 0.448568, relerr: 1.35391
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 393216, iter: 2500, t: 109.461, relres: 0.449387, relerr: 1.38095
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 393216, iter: 2500, t: 110.002, relres: 0.447812, relerr: 1.35477
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 393216, iter: 2500, t: 147.387, relres: 0.449597, relerr: 1.42574
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 393216, iter: 2500, t: 134.2, relres: 0.449021, relerr: 1.40106
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 393216, iter: 2500, t: 126.434, relres: 0.449292, relerr: 1.39927
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 393216, iter: 2500, t: 128.413, relres: 0.450216, relerr: 1.4206
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 393216, iter: 2500, t: 109.76, relres: 0.447957, relerr: 1.36439
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 393216, iter: 2500, t: 109.517, relres: 0.450507, relerr: 1.43241
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 393216, iter: 2500, t: 113.215, relres: 0.449146, relerr: 1.39565
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 393216, iter: 2500, t: 122.666, relres: 0.416433, relerr: 1.02271
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 393216, iter: 2500, t: 131.554, relres: 0.447702, relerr: 1.35158
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 393216, iter: 2500, t: 129.527, relres: 0.45029, relerr: 1.38858
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 393216, iter: 2500, t: 141.146, relres: 0.446684, relerr: 1.33249
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 393216, iter: 2500, t: 151.783, relres: 0.448602, relerr: 1.38167
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 393216, iter: 2500, t: 151.171, relres: 0.449317, relerr: 1.3732
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 393216, iter: 2500, t: 150.607, relres: 0.448416, relerr: 1.37394
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 393216, iter: 2500, t: 150.922, relres: 0.449861, relerr: 1.40212
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 393216, iter: 2500, t: 152.151, relres: 0.447316, relerr: 1.32859
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 393216, iter: 2500, t: 151.922, relres: 0.443307, relerr: 1.27185
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 393216, iter: 2500, t: 151.306, relres: 0.448326, relerr: 1.34982
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 393216, iter: 2500, t: 150.921, relres: 0.450217, relerr: 1.43388
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 393216, iter: 2500, t: 151.223, relres: 0.448988, relerr: 1.38977
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 393216, iter: 2500, t: 151.297, relres: 0.44748, relerr: 1.37544
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 393216, iter: 2500, t: 152.381, relres: 0.446534, relerr: 1.3405
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 393216, iter: 2500, t: 151.755, relres: 0.440641, relerr: 1.24335
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 393216, iter: 2306, t: 139.986, relres: 9.71389e-09, relerr: 2.05236e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 393216, iter: 2500, t: 151.813, relres: 0.4498, relerr: 1.39042
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 393216, iter: 2500, t: 151.639, relres: 0.449589, relerr: 1.39635
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 393216, iter: 2500, t: 151.6, relres: 0.44147, relerr: 1.27031
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 393216, iter: 2500, t: 151.778, relres: 0.448286, relerr: 1.35858
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 458752, iter: 975, t: 69.7758, relres: 9.39705e-09, relerr: 1.81233e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 458752, iter: 2500, t: 178.816, relres: 3.67878e-05, relerr: 5.80375e-05
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 458752, iter: 1648, t: 115.254, relres: 9.8439e-09, relerr: 1.89694e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 458752, iter: 2500, t: 174.621, relres: 0.49343, relerr: 1.39209
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 458752, iter: 2500, t: 174.727, relres: 0.490668, relerr: 1.36432
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 458752, iter: 2500, t: 174.649, relres: 0.484549, relerr: 1.25366
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 458752, iter: 2285, t: 159.374, relres: 8.83167e-09, relerr: 1.70021e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 458752, iter: 2500, t: 174.422, relres: 0.489367, relerr: 1.32812
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 458752, iter: 2500, t: 174.769, relres: 0.492995, relerr: 1.41242
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 458752, iter: 2500, t: 174.631, relres: 0.4909, relerr: 1.35039
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 458752, iter: 1678, t: 117.47, relres: 8.73831e-09, relerr: 1.68668e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 458752, iter: 2500, t: 174.756, relres: 0.491205, relerr: 1.35058
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 458752, iter: 2500, t: 174.18, relres: 0.489564, relerr: 1.32665
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 458752, iter: 2500, t: 174.16, relres: 0.493184, relerr: 1.39655
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 458752, iter: 2500, t: 174.78, relres: 0.490352, relerr: 1.31452
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 458752, iter: 2125, t: 148.445, relres: 9.96915e-09, relerr: 1.91869e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 458752, iter: 1152, t: 80.7007, relres: 9.79894e-09, relerr: 1.88681e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 458752, iter: 2071, t: 144.696, relres: 8.78017e-09, relerr: 1.69349e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 458752, iter: 950, t: 66.3879, relres: 8.90832e-09, relerr: 1.71955e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 458752, iter: 1698, t: 118.883, relres: 9.43448e-09, relerr: 1.81521e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 458752, iter: 2500, t: 174.837, relres: 0.490171, relerr: 1.33355
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 458752, iter: 1691, t: 117.896, relres: 8.57698e-09, relerr: 1.65609e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 458752, iter: 1317, t: 92.1777, relres: 9.93377e-09, relerr: 1.91878e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 458752, iter: 1763, t: 123.258, relres: 8.71606e-09, relerr: 1.67619e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 458752, iter: 2500, t: 174.708, relres: 0.489837, relerr: 1.3221
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 458752, iter: 2379, t: 166.69, relres: 9.15351e-09, relerr: 1.76011e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 458752, iter: 2500, t: 174.089, relres: 0.472995, relerr: 1.12039
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 458752, iter: 1346, t: 94.0074, relres: 9.03573e-09, relerr: 1.73915e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 458752, iter: 2500, t: 173.703, relres: 0.482113, relerr: 1.20955
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 458752, iter: 1900, t: 133.018, relres: 8.54584e-09, relerr: 1.65144e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 458752, iter: 1668, t: 116.269, relres: 9.67238e-09, relerr: 1.86059e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 458752, iter: 1443, t: 100.161, relres: 9.95926e-09, relerr: 1.91827e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 458752, iter: 978, t: 68.4672, relres: 8.9585e-09, relerr: 1.728e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 458752, iter: 1284, t: 89.7181, relres: 8.69306e-09, relerr: 1.67552e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 458752, iter: 2500, t: 174.152, relres: 0.487933, relerr: 1.2818
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 458752, iter: 2500, t: 175.596, relres: 0.492945, relerr: 1.42076
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 458752, iter: 2500, t: 174.706, relres: 0.48583, relerr: 1.26022
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 458752, iter: 2500, t: 174.152, relres: 0.49275, relerr: 1.38659
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 458752, iter: 2500, t: 174.78, relres: 0.489664, relerr: 1.30946
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 458752, iter: 2500, t: 174.174, relres: 0.49213, relerr: 1.37174
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 458752, iter: 2500, t: 174.8, relres: 0.493086, relerr: 1.38211
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 458752, iter: 2017, t: 140.538, relres: 8.97068e-09, relerr: 1.73252e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 458752, iter: 2500, t: 174.86, relres: 0.491223, relerr: 1.3426
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 458752, iter: 2500, t: 174.062, relres: 0.493405, relerr: 1.41478
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 458752, iter: 1187, t: 82.6849, relres: 8.59775e-09, relerr: 1.65675e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 458752, iter: 1289, t: 89.9188, relres: 8.70669e-09, relerr: 1.68039e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 458752, iter: 2500, t: 174.189, relres: 0.489944, relerr: 1.32367
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 458752, iter: 2212, t: 154.436, relres: 9.49216e-09, relerr: 1.82451e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 458752, iter: 1171, t: 81.803, relres: 8.49358e-09, relerr: 1.63935e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 458752, iter: 1443, t: 100.58, relres: 9.60603e-09, relerr: 1.84975e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 524288, iter: 2500, t: 199.761, relres: 0.524103, relerr: 1.33261
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 524288, iter: 1758, t: 146.051, relres: 9.54261e-09, relerr: 1.72146e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 524288, iter: 756, t: 63.1466, relres: 9.3508e-09, relerr: 1.67969e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 524288, iter: 1174, t: 96.8959, relres: 8.38691e-09, relerr: 1.50853e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 524288, iter: 739, t: 60.8382, relres: 8.75921e-09, relerr: 1.57521e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 524288, iter: 2162, t: 178.758, relres: 9.23558e-09, relerr: 1.66291e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 524288, iter: 1023, t: 84.2067, relres: 8.30332e-09, relerr: 1.49272e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 524288, iter: 707, t: 58.4367, relres: 8.93e-09, relerr: 1.60126e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 524288, iter: 1031, t: 85.0935, relres: 8.28477e-09, relerr: 1.48785e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 524288, iter: 1212, t: 99.9952, relres: 8.61211e-09, relerr: 1.5507e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 524288, iter: 861, t: 71.1286, relres: 9.66389e-09, relerr: 1.73959e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 524288, iter: 1281, t: 105.533, relres: 9.08892e-09, relerr: 1.63138e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 524288, iter: 786, t: 64.8648, relres: 8.9489e-09, relerr: 1.60765e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 524288, iter: 1230, t: 101.411, relres: 9.04673e-09, relerr: 1.63002e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 524288, iter: 1649, t: 135.561, relres: 8.59091e-09, relerr: 1.54479e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 524288, iter: 572, t: 47.288, relres: 9.42454e-09, relerr: 1.69597e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 524288, iter: 1215, t: 101.402, relres: 9.26552e-09, relerr: 1.66778e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 524288, iter: 776, t: 63.5494, relres: 8.77851e-09, relerr: 1.57498e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 524288, iter: 1124, t: 93.6772, relres: 9.22298e-09, relerr: 1.66215e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 524288, iter: 701, t: 57.1835, relres: 9.9903e-09, relerr: 1.79514e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 524288, iter: 840, t: 69.7529, relres: 9.69793e-09, relerr: 1.74292e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 524288, iter: 714, t: 59.3902, relres: 8.7707e-09, relerr: 1.57486e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 524288, iter: 794, t: 65.8998, relres: 9.02405e-09, relerr: 1.62054e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 524288, iter: 665, t: 53.7909, relres: 8.40691e-09, relerr: 1.5113e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 524288, iter: 940, t: 75.7706, relres: 9.19824e-09, relerr: 1.65213e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 524288, iter: 1411, t: 89.5759, relres: 8.70911e-09, relerr: 1.56809e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 524288, iter: 1088, t: 70.3442, relres: 8.33534e-09, relerr: 1.50052e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 524288, iter: 1731, t: 127.839, relres: 9.88981e-09, relerr: 1.77707e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 524288, iter: 2500, t: 192.381, relres: 0.521846, relerr: 1.2891
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 524288, iter: 1658, t: 125.212, relres: 8.58359e-09, relerr: 1.54358e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 524288, iter: 801, t: 62.0309, relres: 9.43072e-09, relerr: 1.69714e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 524288, iter: 721, t: 55.6077, relres: 9.49643e-09, relerr: 1.71017e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 524288, iter: 2500, t: 193.811, relres: 0.524829, relerr: 1.35313
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 524288, iter: 836, t: 64.2795, relres: 9.22962e-09, relerr: 1.65606e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 524288, iter: 871, t: 65.5825, relres: 8.45609e-09, relerr: 1.52127e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 524288, iter: 2500, t: 183.187, relres: 0.510742, relerr: 1.14726
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 524288, iter: 2500, t: 183.787, relres: 0.52719, relerr: 1.40525
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 524288, iter: 1555, t: 109.126, relres: 8.63405e-09, relerr: 1.55503e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 524288, iter: 1690, t: 109.571, relres: 9.73637e-09, relerr: 1.75257e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 524288, iter: 668, t: 40.4657, relres: 9.03831e-09, relerr: 1.6287e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 524288, iter: 1125, t: 68.0954, relres: 9.25514e-09, relerr: 1.6588e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 524288, iter: 683, t: 41.5074, relres: 9.22452e-09, relerr: 1.65997e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 524288, iter: 1405, t: 85.05, relres: 9.80102e-09, relerr: 1.76193e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 524288, iter: 1108, t: 67.4294, relres: 9.23226e-09, relerr: 1.65911e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 524288, iter: 1330, t: 82.0277, relres: 9.60164e-09, relerr: 1.72369e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 524288, iter: 2065, t: 126.403, relres: 9.30424e-09, relerr: 1.67319e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 524288, iter: 2443, t: 148.497, relres: 8.54068e-09, relerr: 1.53616e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 524288, iter: 2500, t: 151.34, relres: 0.525374, relerr: 1.36331
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 524288, iter: 927, t: 55.9172, relres: 9.60806e-09, relerr: 1.72758e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 524288, iter: 684, t: 41.263, relres: 8.3375e-09, relerr: 1.49764e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 589824, iter: 515, t: 36.5031, relres: 8.76042e-09, relerr: 1.49531e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 589824, iter: 429, t: 31.0053, relres: 8.35057e-09, relerr: 1.42457e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 589824, iter: 533, t: 37.4091, relres: 9.80936e-09, relerr: 1.66983e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 589824, iter: 705, t: 48.416, relres: 9.0185e-09, relerr: 1.54046e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 589824, iter: 428, t: 28.9707, relres: 9.95813e-09, relerr: 1.69474e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 589824, iter: 434, t: 31.3362, relres: 8.30201e-09, relerr: 1.41975e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 589824, iter: 507, t: 34.3059, relres: 8.41277e-09, relerr: 1.43355e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 589824, iter: 446, t: 32.0471, relres: 8.40608e-09, relerr: 1.43184e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 589824, iter: 844, t: 59.2224, relres: 8.33343e-09, relerr: 1.42055e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 589824, iter: 695, t: 48.2043, relres: 9.987e-09, relerr: 1.70283e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 589824, iter: 1147, t: 78.0519, relres: 9.51692e-09, relerr: 1.61797e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 589824, iter: 518, t: 37.5082, relres: 8.17747e-09, relerr: 1.38878e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 589824, iter: 706, t: 49.95, relres: 9.73399e-09, relerr: 1.65595e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 589824, iter: 455, t: 32.6272, relres: 9.12083e-09, relerr: 1.55159e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 589824, iter: 351, t: 23.6734, relres: 8.94349e-09, relerr: 1.5283e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 589824, iter: 448, t: 31.4861, relres: 8.90948e-09, relerr: 1.51611e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 589824, iter: 511, t: 36.4635, relres: 8.22587e-09, relerr: 1.40187e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 589824, iter: 509, t: 35.6353, relres: 9.33896e-09, relerr: 1.59162e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 589824, iter: 705, t: 49.333, relres: 9.41521e-09, relerr: 1.60564e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 589824, iter: 510, t: 34.4636, relres: 8.6719e-09, relerr: 1.47952e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 589824, iter: 598, t: 41.6473, relres: 9.29712e-09, relerr: 1.58708e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 589824, iter: 1425, t: 100.654, relres: 9.1674e-09, relerr: 1.56766e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 589824, iter: 454, t: 32.052, relres: 8.61984e-09, relerr: 1.46974e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 589824, iter: 723, t: 50.6451, relres: 8.62065e-09, relerr: 1.46982e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 589824, iter: 2500, t: 170.594, relres: 0.552167, relerr: 1.32674
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 589824, iter: 603, t: 42.8922, relres: 9.638e-09, relerr: 1.64562e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 589824, iter: 490, t: 34.4348, relres: 9.13665e-09, relerr: 1.55661e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 589824, iter: 350, t: 24.7164, relres: 8.37823e-09, relerr: 1.43075e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 589824, iter: 725, t: 50.3255, relres: 9.32996e-09, relerr: 1.58959e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 589824, iter: 592, t: 41.6403, relres: 9.98172e-09, relerr: 1.70419e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 589824, iter: 412, t: 28.971, relres: 8.21618e-09, relerr: 1.39811e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 589824, iter: 639, t: 45.2448, relres: 9.6953e-09, relerr: 1.65113e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 589824, iter: 441, t: 29.8624, relres: 8.39873e-09, relerr: 1.43039e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 589824, iter: 823, t: 57.6937, relres: 9.04384e-09, relerr: 1.54309e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 589824, iter: 862, t: 60.8074, relres: 9.26297e-09, relerr: 1.58018e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 589824, iter: 413, t: 29.552, relres: 8.59864e-09, relerr: 1.46098e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 589824, iter: 547, t: 37.3035, relres: 8.15933e-09, relerr: 1.3921e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 589824, iter: 387, t: 27.7336, relres: 8.43711e-09, relerr: 1.43648e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 589824, iter: 800, t: 55.1526, relres: 8.50679e-09, relerr: 1.45214e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 589824, iter: 562, t: 39.7253, relres: 8.84212e-09, relerr: 1.50731e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 589824, iter: 517, t: 35.3904, relres: 8.58988e-09, relerr: 1.46336e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 589824, iter: 448, t: 31.741, relres: 9.40357e-09, relerr: 1.60334e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 589824, iter: 1080, t: 73.2328, relres: 9.44659e-09, relerr: 1.61296e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 589824, iter: 340, t: 23.9542, relres: 9.52248e-09, relerr: 1.62179e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 589824, iter: 335, t: 22.7442, relres: 8.91339e-09, relerr: 1.52244e-08
GerSax -> cdp2d, rand_init, n1: 256, n2: 256, m: 589824, iter: 528, t: 37.4108, relres: 9.30557e-09, relerr: 1.59002e-08
